text,intent,sentiment
Complaint TKTb3803dcc: I am disappointed with ZENDFiber Home 100 Mbps in Thailand.,Complaint,Angry
Refund request TKTd851af5c: I want refund for ZENDCloud VM Enterprise used in Thailand.,Refund,Angry
Invoice INV29b1ce9f: My ZENDBiz Connect 500 bill in USA seems incorrect.,Billing,Neutral
Issue ID TKTd3a22c83: Facing problem with ZENDFiber Home 100 Mbps.,Technical,Neutral
Complaint TKTb04de879: I am disappointed with ZENDBiz Connect 1G in Thailand.,Complaint,Angry
Complaint TKT7344d11e: I am disappointed with ZENDArchive Storage in Singapore.,Complaint,Neutral
Complaint ID TKTed91d911: Poor experience with Prepaid Basic.,Complaint,Neutral
Ticket TKT4e1902cb: Please process refund for ZENDOffice Net 200.,Refund,Neutral
Issue ID TKTad950677: Facing problem with ZENDFleet IoT.,Technical,Neutral
Ticket TKTbeaecec5: My ZENDSmart Parking service in India is not working.,Technical,Neutral
Request TKT0d35ac22: Does Prepaid Unlimited support premium features?,Product Inquiry,Happy
Ticket TKT1d3312db: My ZENDOffice Net 500 service in USA is not working.,Technical,Angry
Complaint TKTa74e3cf0: I am disappointed with Postpaid Silver in Thailand.,Complaint,Angry
Invoice INVb1548546: I was charged extra for my ZENDStorage 10TB plan in Thailand.,Billing,Neutral
Refund request TKTf2470546: I want refund for ZENDEnterprise Ultra used in Singapore.,Refund,Neutral
Complaint ID TKT92f65190: Poor experience with ZENDArchive Storage.,Complaint,Angry
Refund request TKTbf45f4bb: I want refund for ZENDOffice Net 1G used in India.,Refund,Neutral
Refund request TKTf89beb7f: I want refund for Postpaid Silver used in Thailand.,Refund,Neutral
Refund ticket TKT5bbde100: Why no refund for ZENDFleet IoT in Singapore?,Refund,Angry
Refund request TKT812fabe2: I want refund for ZENDArchive Storage used in India.,Refund,Neutral
Ticket TKT1b36dc81: My ZENDStorage 1TB service in USA is not working.,Technical,Neutral
Complaint ID TKT22ce6bb8: Poor experience with ZENDEnterprise Ultra.,Complaint,Angry
Refund ticket TKTc00fd76b: Why no refund for ZENDSmart Traffic in USA?,Refund,Neutral
Ticket TKT32ff7fa9: My Postpaid Silver service in Thailand is not working.,Technical,Neutral
Ticket TKT1bfc0bb7: My ZENDOffice Net 1G service in Singapore is not working.,Technical,Neutral
Complaint ID TKTcb321756: Poor experience with Prepaid Unlimited.,Complaint,Neutral
Complaint ID TKTaa51bc52: Poor experience with ZENDFleet IoT.,Complaint,Neutral
Invoice INVfd839472: Explain charges for ZENDBiz Connect 100 under enterprise account.,Billing,Neutral
Ticket TKTc4d6aead: Very frustrated with ZENDEnterprise Dedicated service.,Complaint,Neutral
Issue ID TKT8c88e30a: Facing problem with Prepaid Plus.,Technical,Angry
Refund request TKT2c9c7a9a: I want refund for ZENDBiz Connect 100 used in Singapore.,Refund,Neutral
Issue ID TKT4eab174d: Facing problem with ZENDFiber Home 300 Mbps.,Technical,Angry
Invoice INV92822927: Explain charges for ZENDOffice Net 500 under enterprise account.,Billing,Neutral
Ticket TKT0ef32e40: Cannot access ZENDFiber Home 300 Mbps for individual account.,Technical,Neutral
Inquiry ID TKTc3bc56ec: Need pricing details of ZENDBiz Connect 100.,Product Inquiry,Neutral
Ticket TKT31e71289: My ZENDBiz Connect 500 service in India is not working.,Technical,Neutral
Invoice INVb9bce07e: My ZENDFiber Home 100 Mbps bill in Thailand seems incorrect.,Billing,Neutral
Request TKT68704cc9: Does ZENDCloud VM Pro support premium features?,Product Inquiry,Happy
Invoice INV6244e929: My ZENDFiber Home 300 Mbps bill in Thailand seems incorrect.,Billing,Angry
Refund ticket TKTd0d434c2: Why no refund for ZENDSmart Lighting in India?,Refund,Angry
Invoice INV5e33e7a0: Explain charges for ZENDBiz Connect 500 under individual account.,Billing,Neutral
Refund ticket TKT769eea69: Why no refund for ZENDBiz Connect 500 in USA?,Refund,Neutral
Invoice INV2d09cc83: Explain charges for ZENDCloud VM Basic under enterprise account.,Billing,Neutral
Invoice INVd05f83d8: Explain charges for Prepaid Basic under individual account.,Billing,Neutral
Inquiry TKT51bb816e: Tell me about ZENDEnterprise Dedicated plans in USA.,Product Inquiry,Neutral
Refund request TKT22e3cd75: I want refund for ZENDFleet IoT used in Thailand.,Refund,Neutral
Request TKTeb2ebfc0: Does Postpaid Platinum support premium features?,Product Inquiry,Neutral
Request TKTfe43868d: Does Prepaid Plus support premium features?,Product Inquiry,Neutral
Inquiry ID TKTd2923cd7: Need pricing details of ZENDEnterprise Dedicated.,Product Inquiry,Happy
Refund ticket TKT292541c0: Why no refund for ZENDEnterprise Ultra in Singapore?,Refund,Neutral
Issue ID TKTe6114c9f: Facing problem with ZENDBiz Connect 1G.,Technical,Angry
Refund ticket TKT766702bc: Why no refund for Postpaid Platinum in India?,Refund,Angry
Invoice INVf5025ba4: Explain charges for ZENDFiber Home 100 Mbps under individual account.,Billing,Angry
Ticket TKT38fec119: Cannot access Prepaid Unlimited for individual account.,Technical,Neutral
Complaint TKTd98a7517: I am disappointed with ZENDCloud VM Pro in India.,Complaint,Neutral
Complaint TKT25e16a1f: I am disappointed with ZENDFiber Home 100 Mbps in Singapore.,Complaint,Angry
Request TKT938381ed: Does Postpaid Platinum support premium features?,Product Inquiry,Happy
Request TKT92a18851: Does ZENDFleet IoT support premium features?,Product Inquiry,Neutral
Ticket TKT4b609039: Very frustrated with ZENDCloud VM Enterprise service.,Complaint,Neutral
Request TKT2180896e: Does Postpaid Silver support premium features?,Product Inquiry,Neutral
Invoice INV0cd18c8d: Explain charges for ZENDBiz Connect 100 under individual account.,Billing,Angry
Complaint TKT1ea9e0b5: I am disappointed with ZENDCloud VM Pro in India.,Complaint,Neutral
Issue ID TKT07a9606b: Facing problem with Postpaid Silver.,Technical,Neutral
Invoice INV9b94f24f: Explain charges for ZENDSmart Traffic under enterprise account.,Billing,Neutral
Invoice INVff492871: My ZENDSmart Lighting bill in Thailand seems incorrect.,Billing,Neutral
Inquiry ID TKTf6e643ba: Need pricing details of ZENDCloud VM Enterprise.,Product Inquiry,Happy
Refund request TKT93a38f65: I want refund for ZENDEnterprise Dedicated used in USA.,Refund,Neutral
Refund ticket TKTaca60309: Why no refund for ZENDEnterprise Dedicated in Singapore?,Refund,Neutral
Invoice INVd60afefa: I was charged extra for my Prepaid Basic plan in India.,Billing,Angry
Ticket TKT63bd5a74: Please process refund for ZENDFiber Home 1 Gbps.,Refund,Neutral
Invoice INV23939726: My ZENDCloud VM Pro bill in USA seems incorrect.,Billing,Neutral
Issue ID TKT8ec23e7b: Facing problem with Prepaid Plus.,Technical,Neutral
Ticket TKT414b16ba: Cannot access ZENDStorage 10TB for individual account.,Technical,Neutral
Ticket TKTc6f86066: Very frustrated with ZENDFleet IoT service.,Complaint,Angry
Ticket TKTb00b502b: Very frustrated with ZENDBiz Connect 500 service.,Complaint,Angry
Complaint TKT9aa81dfd: I am disappointed with Prepaid Plus in Thailand.,Complaint,Angry
Ticket TKTad168f8e: Cannot access ZENDEnterprise Dedicated for individual account.,Technical,Neutral
Ticket TKT480bfe0b: Cannot access ZENDSmart Traffic for enterprise account.,Technical,Angry
Invoice INV03999144: My ZENDBiz Connect 1G bill in Thailand seems incorrect.,Billing,Neutral
Invoice INV384beb82: I was charged extra for my ZENDSmart Parking plan in Thailand.,Billing,Angry
Issue ID TKTd0eb0db5: Facing problem with ZENDBiz Connect 500.,Technical,Neutral
Ticket TKTfbe06783: My ZENDEnterprise Ultra service in USA is not working.,Technical,Neutral
Inquiry ID TKT072d3aac: Need pricing details of ZENDBiz Connect 100.,Product Inquiry,Neutral
Complaint TKT2d427763: I am disappointed with ZENDFiber Home 1 Gbps in India.,Complaint,Angry
Ticket TKTf28105a1: Cannot access ZENDFleet IoT for individual account.,Technical,Angry
Ticket TKT54b2109c: Cannot access ZENDBiz Connect 500 for enterprise account.,Technical,Neutral
Request TKTb68add9d: Does Prepaid Plus support premium features?,Product Inquiry,Neutral
Refund request TKTd5510fca: I want refund for Prepaid Plus used in India.,Refund,Neutral
Complaint TKT45536c27: I am disappointed with ZENDSmart Parking in USA.,Complaint,Angry
Complaint ID TKTbeb0ceab: Poor experience with Postpaid Platinum.,Complaint,Angry
Complaint ID TKTad14861b: Poor experience with ZENDSmart Lighting.,Complaint,Angry
Inquiry TKTd2d9f55d: Tell me about ZENDSmart Traffic plans in India.,Product Inquiry,Neutral
Ticket TKTd94a2284: Cannot access ZENDCloud VM Enterprise for enterprise account.,Technical,Angry
Invoice INV0eb29ecb: Explain charges for ZENDSmart Traffic under individual account.,Billing,Angry
Ticket TKT94e472d5: Very frustrated with ZENDEnterprise Ultra service.,Complaint,Angry
Refund request TKT8d0125c8: I want refund for ZENDEnterprise Ultra used in Thailand.,Refund,Angry
Inquiry TKTeb7dd66d: Tell me about ZENDStorage 10TB plans in Singapore.,Product Inquiry,Neutral
Ticket TKTca602ac3: Very frustrated with ZENDStorage 10TB service.,Complaint,Angry
Issue ID TKT10e0bc3f: Facing problem with ZENDCloud VM Basic.,Technical,Neutral
Inquiry ID TKTab5c37f8: Need pricing details of ZENDOffice Net 500.,Product Inquiry,Neutral
Complaint TKT9b3dbb1b: I am disappointed with ZENDBiz Connect 1G in India.,Complaint,Neutral
Refund ticket TKTc5571cd9: Why no refund for ZENDBiz Connect 100 in Singapore?,Refund,Neutral
Complaint TKTca44e5b1: I am disappointed with ZENDFiber Home 1 Gbps in Thailand.,Complaint,Angry
Refund request TKTf48225e2: I want refund for ZENDStorage 10TB used in Thailand.,Refund,Neutral
Inquiry TKTbc398cae: Tell me about ZENDStorage 1TB plans in USA.,Product Inquiry,Neutral
Inquiry ID TKT9da18b53: Need pricing details of ZENDEnterprise Ultra.,Product Inquiry,Neutral
Ticket TKT12b6c5ea: My ZENDStorage 10TB service in India is not working.,Technical,Neutral
Inquiry TKT3a6b841d: Tell me about ZENDSmart Parking plans in USA.,Product Inquiry,Neutral
Invoice INVfd77778d: My ZENDOffice Net 500 bill in USA seems incorrect.,Billing,Neutral
Complaint TKT2d3bae96: I am disappointed with ZENDFiber Home 100 Mbps in USA.,Complaint,Neutral
Complaint TKT1d6f517c: I am disappointed with ZENDSmart Traffic in USA.,Complaint,Neutral
Refund request TKT1cdd6b6d: I want refund for ZENDCloud VM Basic used in Thailand.,Refund,Neutral
Ticket TKT909e3ad1: Very frustrated with ZENDOffice Net 200 service.,Complaint,Angry
Complaint ID TKT446a6dd8: Poor experience with ZENDCloud VM Enterprise.,Complaint,Neutral
Complaint ID TKT9bf8ce8a: Poor experience with Postpaid Gold.,Complaint,Neutral
Issue ID TKT798182a7: Facing problem with ZENDFleet IoT.,Technical,Neutral
Request TKT9ba0c789: Does Postpaid Gold support premium features?,Product Inquiry,Neutral
Request TKTf1bb294a: Does ZENDFleet IoT support premium features?,Product Inquiry,Happy
Inquiry ID TKT6830d05d: Need pricing details of ZENDSmart Lighting.,Product Inquiry,Neutral
Request TKTfd6c3555: Does Prepaid Plus support premium features?,Product Inquiry,Neutral
Invoice INVbae97420: I was charged extra for my ZENDSmart Traffic plan in India.,Billing,Neutral
Complaint TKT11191e0c: I am disappointed with ZENDStorage 10TB in India.,Complaint,Angry
Inquiry TKTe0112e2a: Tell me about ZENDBiz Connect 1G plans in USA.,Product Inquiry,Neutral
Invoice INVd4c31d16: My ZENDFleet IoT bill in India seems incorrect.,Billing,Angry
Refund request TKT08cab005: I want refund for Prepaid Unlimited used in India.,Refund,Angry
Request TKT8810c243: Does Prepaid Basic support premium features?,Product Inquiry,Neutral
Inquiry ID TKT54f0b129: Need pricing details of ZENDStorage 1TB.,Product Inquiry,Neutral
Issue ID TKT314b1301: Facing problem with Prepaid Basic.,Technical,Neutral
Invoice INV13b296bb: Explain charges for Prepaid Basic under enterprise account.,Billing,Neutral
Invoice INV4a9776a9: Explain charges for ZENDCloud VM Pro under individual account.,Billing,Neutral
Issue ID TKT91b3753d: Facing problem with Prepaid Plus.,Technical,Neutral
Invoice INV638b555e: My ZENDEnterprise Dedicated bill in USA seems incorrect.,Billing,Angry
Complaint ID TKT294b638a: Poor experience with Postpaid Platinum.,Complaint,Angry
Invoice INVc9f11c3b: I was charged extra for my Prepaid Plus plan in Thailand.,Billing,Neutral
Ticket TKTca748195: My ZENDOffice Net 200 service in USA is not working.,Technical,Neutral
Invoice INV1add395d: My ZENDStorage 1TB bill in USA seems incorrect.,Billing,Neutral
Request TKT4b1b42ed: Does ZENDFleet IoT support premium features?,Product Inquiry,Neutral
Invoice INV4d408a53: Explain charges for ZENDOffice Net 1G under individual account.,Billing,Neutral
Inquiry ID TKT596dbe1f: Need pricing details of ZENDOffice Net 500.,Product Inquiry,Happy
Issue ID TKT54b34814: Facing problem with ZENDFiber Home 300 Mbps.,Technical,Neutral
Issue ID TKT20beacbe: Facing problem with Prepaid Unlimited.,Technical,Neutral
Inquiry TKTe0420a59: Tell me about ZENDCloud VM Enterprise plans in Thailand.,Product Inquiry,Neutral
Inquiry TKT6522a6a6: Tell me about Postpaid Silver plans in Singapore.,Product Inquiry,Neutral
Inquiry ID TKT44a8a65f: Need pricing details of ZENDOffice Net 200.,Product Inquiry,Neutral
Ticket TKT1e75d220: Very frustrated with ZENDOffice Net 500 service.,Complaint,Neutral
Ticket TKTf196ff37: My ZENDFiber Home 1 Gbps service in USA is not working.,Technical,Neutral
Ticket TKTfa2fc423: Cannot access ZENDFiber Home 1 Gbps for enterprise account.,Technical,Neutral
Ticket TKTc8658843: Very frustrated with ZENDSmart Traffic service.,Complaint,Neutral
Complaint ID TKTc91eb84d: Poor experience with Prepaid Plus.,Complaint,Neutral
Request TKT323530b6: Does ZENDFiber Home 100 Mbps support premium features?,Product Inquiry,Happy
Inquiry ID TKT982726fc: Need pricing details of ZENDOffice Net 200.,Product Inquiry,Neutral
Refund request TKT33124b6c: I want refund for Prepaid Plus used in USA.,Refund,Neutral
Inquiry TKT781f0549: Tell me about ZENDOffice Net 500 plans in Singapore.,Product Inquiry,Happy
Ticket TKT55cce6fb: Please process refund for ZENDEnterprise Ultra.,Refund,Neutral
Ticket TKT666b9e40: Cannot access ZENDStorage 10TB for enterprise account.,Technical,Neutral
Request TKTff776b7f: Does ZENDCloud VM Enterprise support premium features?,Product Inquiry,Happy
Request TKTc31f9019: Does Prepaid Plus support premium features?,Product Inquiry,Neutral
Inquiry ID TKT26e51c3e: Need pricing details of ZENDSmart Lighting.,Product Inquiry,Happy
Ticket TKTdad00da5: Please process refund for ZENDCloud VM Basic.,Refund,Neutral
Ticket TKT2e1593fe: My Postpaid Silver service in India is not working.,Technical,Neutral
Invoice INV12869eb0: Explain charges for ZENDSmart Parking under enterprise account.,Billing,Neutral
Ticket TKTef95e9d6: Cannot access ZENDFiber Home 100 Mbps for individual account.,Technical,Neutral
Inquiry TKT37a7986d: Tell me about ZENDOffice Net 1G plans in USA.,Product Inquiry,Neutral
Complaint ID TKT9d11ed08: Poor experience with ZENDOffice Net 500.,Complaint,Angry
Invoice INVa6a85392: Explain charges for ZENDSmart Traffic under enterprise account.,Billing,Neutral
Complaint ID TKT75d3ffe5: Poor experience with ZENDFleet IoT.,Complaint,Angry
Ticket TKTbd15a969: Please process refund for Prepaid Basic.,Refund,Neutral
Refund ticket TKT75e8813a: Why no refund for ZENDCloud VM Basic in Singapore?,Refund,Neutral
Request TKT8707edfc: Does Postpaid Silver support premium features?,Product Inquiry,Neutral
Request TKT81eb8ba2: Does ZENDEnterprise Dedicated support premium features?,Product Inquiry,Happy
Issue ID TKT4f2b96d1: Facing problem with ZENDEnterprise Dedicated.,Technical,Neutral
Inquiry TKT1c3f3946: Tell me about Prepaid Basic plans in USA.,Product Inquiry,Happy
Ticket TKTf85d1b25: My ZENDStorage 10TB service in Thailand is not working.,Technical,Neutral
Invoice INVd4aa3caf: I was charged extra for my ZENDBiz Connect 100 plan in Thailand.,Billing,Neutral
Invoice INV78937b99: I was charged extra for my Postpaid Gold plan in India.,Billing,Neutral
Invoice INV5e6812b5: Explain charges for ZENDCloud VM Pro under enterprise account.,Billing,Neutral
Ticket TKT1613cbf4: Cannot access ZENDBiz Connect 100 for individual account.,Technical,Neutral
Ticket TKTcf75e680: Very frustrated with ZENDBiz Connect 500 service.,Complaint,Angry
Issue ID TKTb62842ad: Facing problem with ZENDSmart Traffic.,Technical,Angry
Inquiry ID TKT20bf5293: Need pricing details of ZENDSmart Lighting.,Product Inquiry,Neutral
Request TKT849efea7: Does Prepaid Plus support premium features?,Product Inquiry,Happy
Inquiry ID TKT0bac59bf: Need pricing details of ZENDSmart Parking.,Product Inquiry,Happy
Ticket TKT0ee0876e: Very frustrated with ZENDEnterprise Ultra service.,Complaint,Neutral
Refund ticket TKT8c890944: Why no refund for ZENDOffice Net 1G in Singapore?,Refund,Neutral
Refund ticket TKTfac773d2: Why no refund for ZENDCloud VM Basic in USA?,Refund,Neutral
Complaint TKT3a86c2e6: I am disappointed with ZENDSmart Parking in Singapore.,Complaint,Angry
Inquiry ID TKTf16ab6c4: Need pricing details of ZENDBiz Connect 500.,Product Inquiry,Neutral
Request TKT353cb522: Does ZENDCloud VM Enterprise support premium features?,Product Inquiry,Neutral
Complaint TKT401c52f1: I am disappointed with ZENDSmart Traffic in Thailand.,Complaint,Neutral
Complaint ID TKTaa16ac5e: Poor experience with ZENDBiz Connect 500.,Complaint,Angry
Invoice INV37cee137: I was charged extra for my ZENDStorage 1TB plan in Thailand.,Billing,Angry
Inquiry ID TKT8e9a0c6d: Need pricing details of Prepaid Plus.,Product Inquiry,Happy
Invoice INV5cf89c36: Explain charges for ZENDCloud VM Basic under enterprise account.,Billing,Neutral
Ticket TKT13b3d542: Please process refund for Prepaid Basic.,Refund,Neutral
Invoice INVaf4468cc: My ZENDEnterprise Dedicated bill in India seems incorrect.,Billing,Neutral
Complaint ID TKTb4f3b75e: Poor experience with ZENDOffice Net 200.,Complaint,Neutral
Ticket TKT3e7278f8: My ZENDFiber Home 100 Mbps service in Thailand is not working.,Technical,Neutral
Ticket TKTf8eadec4: My ZENDSmart Parking service in Thailand is not working.,Technical,Neutral
Complaint ID TKT85c2a3da: Poor experience with Postpaid Platinum.,Complaint,Angry
Ticket TKT898e2f12: Please process refund for ZENDBiz Connect 500.,Refund,Neutral
Complaint TKT8bd03812: I am disappointed with Prepaid Plus in India.,Complaint,Angry
Complaint TKT41346188: I am disappointed with ZENDSmart Lighting in Singapore.,Complaint,Neutral
Complaint TKT28fa3355: I am disappointed with ZENDFiber Home 300 Mbps in Thailand.,Complaint,Angry
Ticket TKT3b8ace12: My ZENDSmart Lighting service in Singapore is not working.,Technical,Neutral
Complaint TKT9b7c9ccb: I am disappointed with ZENDSmart Parking in Singapore.,Complaint,Angry
Ticket TKT3565667f: Please process refund for ZENDCloud VM Pro.,Refund,Neutral
Complaint TKTe2693c73: I am disappointed with Postpaid Silver in Singapore.,Complaint,Neutral
Invoice INV79b8b05a: My ZENDCloud VM Basic bill in India seems incorrect.,Billing,Neutral
Inquiry TKT7394a9fc: Tell me about ZENDCloud VM Basic plans in India.,Product Inquiry,Happy
Ticket TKT2c8daff7: Please process refund for ZENDBiz Connect 500.,Refund,Angry
Complaint TKTe4fdf3d9: I am disappointed with ZENDFiber Home 1 Gbps in Thailand.,Complaint,Angry
Invoice INVc90adbc8: Explain charges for Postpaid Silver under individual account.,Billing,Neutral
Complaint TKT689d8524: I am disappointed with ZENDStorage 1TB in Singapore.,Complaint,Angry
Inquiry TKTf58100f4: Tell me about ZENDOffice Net 200 plans in India.,Product Inquiry,Neutral
Refund ticket TKT1a17a0aa: Why no refund for ZENDSmart Traffic in Singapore?,Refund,Angry
Invoice INV51c59baf: Explain charges for ZENDFleet IoT under individual account.,Billing,Neutral
Ticket TKTf8f61217: Please process refund for ZENDFiber Home 300 Mbps.,Refund,Neutral
Ticket TKT5a0c3b3e: Very frustrated with Prepaid Unlimited service.,Complaint,Angry
Invoice INVad1fbfec: Explain charges for ZENDEnterprise Dedicated under individual account.,Billing,Neutral
Complaint ID TKT44b6c31a: Poor experience with Prepaid Basic.,Complaint,Neutral
Inquiry TKT5942aab9: Tell me about ZENDEnterprise Ultra plans in India.,Product Inquiry,Happy
Ticket TKTfe610982: My ZENDOffice Net 500 service in India is not working.,Technical,Angry
Ticket TKT3980db4f: Very frustrated with ZENDSmart Traffic service.,Complaint,Angry
Invoice INVa3ddf8dc: My Prepaid Unlimited bill in Thailand seems incorrect.,Billing,Neutral
Ticket TKT629f74f5: Very frustrated with ZENDSmart Parking service.,Complaint,Neutral
Ticket TKTd1350d54: Very frustrated with Prepaid Unlimited service.,Complaint,Neutral
Issue ID TKT8f467aee: Facing problem with ZENDBiz Connect 100.,Technical,Neutral
Ticket TKTc62e3d7e: Very frustrated with ZENDEnterprise Ultra service.,Complaint,Neutral
Request TKTc3cc85e2: Does ZENDOffice Net 1G support premium features?,Product Inquiry,Happy
Inquiry TKTc4c2cd23: Tell me about ZENDIndustrial Sensor plans in Thailand.,Product Inquiry,Neutral
Inquiry TKT6d405ae3: Tell me about ZENDSmart Lighting plans in India.,Product Inquiry,Neutral
Invoice INV9799abec: I was charged extra for my ZENDBiz Connect 500 plan in Thailand.,Billing,Angry
Ticket TKT68570b2c: Cannot access ZENDIndustrial Sensor for individual account.,Technical,Neutral
Request TKTe8eba012: Does Postpaid Gold support premium features?,Product Inquiry,Neutral
Ticket TKTd3a1d4d5: My ZENDBiz Connect 100 service in India is not working.,Technical,Neutral
Inquiry ID TKT63983769: Need pricing details of ZENDEnterprise Ultra.,Product Inquiry,Neutral
Request TKT5887fd01: Does ZENDCloud VM Pro support premium features?,Product Inquiry,Neutral
Invoice INVb2e337ac: I was charged extra for my ZENDCloud VM Basic plan in Singapore.,Billing,Neutral
Ticket TKT91783a04: Very frustrated with ZENDCloud VM Basic service.,Complaint,Neutral
Ticket TKT06adb8f5: Very frustrated with ZENDSmart Parking service.,Complaint,Neutral
Issue ID TKT5b7fa864: Facing problem with ZENDSmart Traffic.,Technical,Neutral
Complaint ID TKT9621b67e: Poor experience with ZENDCloud VM Pro.,Complaint,Neutral
Complaint TKT18e64801: I am disappointed with ZENDIndustrial Sensor in India.,Complaint,Angry
Inquiry ID TKTfbfd032c: Need pricing details of ZENDStorage 10TB.,Product Inquiry,Happy
Inquiry ID TKTc7745c44: Need pricing details of ZENDEnterprise Ultra.,Product Inquiry,Neutral
Issue ID TKT2ad52979: Facing problem with ZENDBiz Connect 1G.,Technical,Neutral
Ticket TKT13f84498: Cannot access ZENDOffice Net 500 for individual account.,Technical,Neutral
Ticket TKT318c8607: Very frustrated with ZENDFiber Home 100 Mbps service.,Complaint,Angry
Complaint ID TKT02e9b758: Poor experience with ZENDFiber Home 1 Gbps.,Complaint,Angry
Refund request TKTb3d5749c: I want refund for ZENDBiz Connect 1G used in Singapore.,Refund,Angry
Inquiry TKTdffcd197: Tell me about ZENDFiber Home 300 Mbps plans in Singapore.,Product Inquiry,Neutral
Inquiry ID TKTa9f80c68: Need pricing details of Prepaid Basic.,Product Inquiry,Happy
Invoice INVc1468216: Explain charges for ZENDOffice Net 500 under enterprise account.,Billing,Angry
Issue ID TKTca17e6d4: Facing problem with ZENDBiz Connect 1G.,Technical,Neutral
Ticket TKT17175760: Please process refund for ZENDBiz Connect 1G.,Refund,Neutral
Invoice INVb9015ca8: My ZENDStorage 10TB bill in USA seems incorrect.,Billing,Neutral
Inquiry TKT93946262: Tell me about ZENDIndustrial Sensor plans in USA.,Product Inquiry,Neutral
Complaint ID TKT99952872: Poor experience with Prepaid Basic.,Complaint,Neutral
Complaint ID TKT49691e3a: Poor experience with ZENDArchive Storage.,Complaint,Angry
Inquiry TKTd147800d: Tell me about ZENDSmart Lighting plans in Singapore.,Product Inquiry,Happy
Invoice INV7c09e5b1: I was charged extra for my ZENDBiz Connect 1G plan in Thailand.,Billing,Angry
Inquiry ID TKT3618e889: Need pricing details of ZENDCloud VM Enterprise.,Product Inquiry,Neutral
Invoice INVe201f31a: Explain charges for ZENDStorage 1TB under enterprise account.,Billing,Neutral
Invoice INVf280e9db: My ZENDBiz Connect 500 bill in India seems incorrect.,Billing,Angry
Ticket TKTce761950: Cannot access ZENDFiber Home 1 Gbps for individual account.,Technical,Neutral
Ticket TKT93edc695: Cannot access ZENDBiz Connect 500 for enterprise account.,Technical,Neutral
Complaint ID TKT5c94bf0f: Poor experience with ZENDStorage 1TB.,Complaint,Neutral
Complaint ID TKT1a4b7612: Poor experience with Prepaid Basic.,Complaint,Neutral
Ticket TKT69a4572b: Please process refund for ZENDCloud VM Pro.,Refund,Neutral
Inquiry ID TKT807c8108: Need pricing details of ZENDFiber Home 1 Gbps.,Product Inquiry,Neutral
Ticket TKTebfb3a99: Please process refund for ZENDStorage 10TB.,Refund,Angry
Issue ID TKTfc463cc3: Facing problem with ZENDOffice Net 500.,Technical,Neutral
Ticket TKT3fe5cd04: Cannot access Prepaid Plus for individual account.,Technical,Angry
Invoice INVdf7cb69f: My Prepaid Basic bill in USA seems incorrect.,Billing,Neutral
Invoice INVc0b5e5f4: I was charged extra for my ZENDBiz Connect 500 plan in India.,Billing,Neutral
Invoice INVde6d13bd: Explain charges for ZENDEnterprise Ultra under individual account.,Billing,Neutral
Invoice INV60cb0c08: Explain charges for ZENDEnterprise Ultra under individual account.,Billing,Neutral
Invoice INV5d74f362: I was charged extra for my ZENDFiber Home 300 Mbps plan in Singapore.,Billing,Neutral
Complaint TKTda3297f8: I am disappointed with Postpaid Gold in USA.,Complaint,Angry
Ticket TKTa2b9063c: Please process refund for ZENDOffice Net 500.,Refund,Neutral
Invoice INV6a0a495a: My Prepaid Plus bill in India seems incorrect.,Billing,Neutral
Inquiry TKT09f303a1: Tell me about ZENDOffice Net 200 plans in Singapore.,Product Inquiry,Neutral
Ticket TKTd39d1558: My ZENDOffice Net 200 service in India is not working.,Technical,Neutral
Refund ticket TKT2b88e6b1: Why no refund for ZENDBiz Connect 100 in India?,Refund,Neutral
Invoice INVb6c8450e: My Postpaid Gold bill in India seems incorrect.,Billing,Angry
Complaint ID TKT91541adf: Poor experience with ZENDFiber Home 100 Mbps.,Complaint,Angry
Complaint TKTb20dac77: I am disappointed with ZENDOffice Net 1G in Singapore.,Complaint,Angry
Ticket TKT10b87e85: Very frustrated with ZENDFiber Home 1 Gbps service.,Complaint,Neutral
Ticket TKT15471804: Very frustrated with ZENDFiber Home 300 Mbps service.,Complaint,Angry
Inquiry TKTe602f233: Tell me about Prepaid Basic plans in USA.,Product Inquiry,Neutral
Refund request TKTfef91a93: I want refund for ZENDIndustrial Sensor used in Singapore.,Refund,Angry
Ticket TKT227e0163: Cannot access ZENDFiber Home 100 Mbps for individual account.,Technical,Neutral
Ticket TKT6542fd76: Very frustrated with ZENDEnterprise Dedicated service.,Complaint,Neutral
Invoice INV096eed61: My ZENDFiber Home 300 Mbps bill in USA seems incorrect.,Billing,Neutral
Complaint ID TKT80eb6b5e: Poor experience with ZENDBiz Connect 100.,Complaint,Angry
Refund ticket TKTcef90e4d: Why no refund for Prepaid Basic in Thailand?,Refund,Angry
Invoice INV8f316a45: Explain charges for ZENDSmart Parking under individual account.,Billing,Angry
Issue ID TKT6d0fa549: Facing problem with ZENDCloud VM Enterprise.,Technical,Angry
Invoice INVead13399: Explain charges for Postpaid Silver under individual account.,Billing,Angry
Complaint ID TKTdb588064: Poor experience with ZENDEnterprise Dedicated.,Complaint,Angry
Ticket TKT612840f7: Please process refund for ZENDSmart Lighting.,Refund,Neutral
Refund request TKTd82eba6d: I want refund for ZENDSmart Traffic used in Thailand.,Refund,Neutral
Refund request TKTb2e1b7c5: I want refund for Postpaid Gold used in India.,Refund,Neutral
Refund request TKTd4b6f328: I want refund for ZENDOffice Net 1G used in USA.,Refund,Neutral
